ID,item_cnt_month
142,0.09883317
143,0.20791414
144,0.1205224
145,0.1205224
146,0.1205224
147,0.0946621
148,0.1205224
149,0.1205224
150,0.0867911
151,0.1205224
152,5.392889
153,0.23580635
154,0.1205224
155,0.049886405
156,0.10630173
157,0.10715152
158,0.14870176
159,0.34651378
160,0.1205224
161,0.20791414
162,0.1205224
163,0.3051156
164,0.17143601
165,0.12143965
166,0.4908119
167,0.106308766
168,0.1205224
169,0.111316144
170,0.20791414
171,0.24305722
172,0.32086596
173,0.98555577
174,1.4353614
175,3.2814195
176,1.1338798
177,0.1205224
178,0.4315982
179,0.10574355
180,0.99215615
181,0.3525988
182,0.1205224
183,0.0688263
184,0.19637766
185,0.1205224
186,0.09313311
187,0.059811443
188,0.1205224
189,0.1205224
190,0.120522395
191,0.3693764
192,0.57093644
193,0.08873528
194,0.10715152
195,0.113520235
196,0.37439612
197,1.6175678
198,0.93458784
199,0.1205224
200,0.1205224
201,0.1205224
202,0.10756928
203,0.971828
204,0.06549797
205,0.1205224
206,0.1205224
207,0.109793976
208,1.204732
209,0.43237916
210,0.1728928
211,0.100457564
212,0.09280658
213,0.37439612
214,0.09590962
215,0.30262798
216,0.34825578
217,0.08634204
218,1.3711015
219,0.2892934
220,0.32993698
221,0.1205224
222,0.120522395
223,0.7056402
224,2.2576396
225,0.25882912
226,0.33608955
227,0.1205224
228,0.17709853
229,0.1205224
230,0.1205224
231,0.3946669
232,0.1205224
233,0.32049447
234,0.1205224
235,0.105740294
236,0.07976194
237,0.23975252
238,0.37439612
239,0.046887994
240,0.78090227
241,0.08772657
242,0.1205224
243,0.1205224
244,0.1205224
245,0.161827
246,1.5044512
247,0.26900566
248,0.18562153
249,0.11110758
250,0.6929761
251,0.13692482
252,0.094666764
253,0.70131135
254,0.19462983
255,5.392889
256,0.1205224
257,0.102637455
258,0.35382253
259,0.15733653
260,0.08919326
261,0.12262124
262,0.15059136
263,0.1205224
264,0.0769024
265,0.34244066
266,0.1205224
267,0.20791414
268,0.106181465
269,0.124339275
270,0.82470214
271,0.106632836
272,0.13731201
273,0.6669229
274,9.551024
275,0.1205224
276,0.37439612
277,1.093779
278,0.37535954
279,0.14128
280,0.15253386
281,0.12911235
282,0.059712008
283,0.668162
284,0.15253386
285,0.209965
286,0.120522395
287,0.820415
288,0.17842062
289,0.37439612
290,0.1205224
291,0.10832069
292,0.15114638
293,0.074298635
294,0.7732984
295,0.5867491
296,0.120197296
297,0.058473095
298,0.1205224
299,0.1205224
300,0.11819887
301,0.31369966
302,0.7083452
303,0.667189
304,0.10715152
305,0.109793976
306,0.11733572
307,0.15030643
308,0.20183451
309,0.1205224
310,0.1205224
311,0.28978223
312,0.79657483
313,0.14128
314,0.1205224
315,0.37439612
316,0.08240466
317,2.0853257
318,0.09389075
319,0.118846
320,0.1205224
321,0.09652659
322,0.56920564
323,0.116538174
324,0.2929765
325,0.39823037
326,0.34079564
327,0.1205224
328,0.1205224
329,0.32085195
330,0.1205224
331,0.1205224
332,0.13417642
333,0.177528
334,0.88296914
335,0.19208999
336,0.08640649
337,0.6788777
338,0.34951732
339,0.33592036
340,0.09905598
341,0.17073105
342,0.1205224
343,0.85398936
344,0.08297935
345,0.11687591
346,3.6652586
347,3.2223587
348,0.069419384
349,0.18475938
350,0.120522395
351,0.4259082
352,0.1205224
353,0.0708125
354,0.1205224
355,0.1205224
356,0.37439612
357,0.7732984
358,0.46628386
359,0.37439612
360,0.14666843
361,3.011319
362,0.6669229
363,0.88296914
364,0.3601326
365,0.46912473
366,0.1205224
367,0.1205224
368,0.1205224
369,0.11727777
370,0.1205224
371,0.37439612
372,0.6669229
373,0.1205224
374,1.0873929
375,2.2901852
376,0.40056807
377,0.209965
378,0.32623664
379,0.1205224
380,2.7986434
381,0.46912473
382,0.47097796
383,0.120522395
384,1.3501465
385,0.28769937
386,0.454048
387,0.1205224
388,0.10467199
389,0.07838924
390,0.1205224
391,0.122123554
392,0.05406688
393,0.28312606
394,0.1205224
395,0.1205224
396,1.6080793
397,0.15027942
398,0.1205224
399,0.3557474
400,0.1205224
401,0.36587265
402,1.4581088
403,2.317438
404,0.30974716
405,0.08348265
406,0.11114451
407,0.10755171
408,0.07818093
409,0.1205224
410,0.1205224
411,0.95488167
412,0.050545335
413,0.13419804
414,0.120522395
415,3.5192945
416,0.1205224
417,0.1205224
418,0.1205224
419,0.1205224
420,0.21213979
421,1.3424265
422,0.37439612
423,0.8908578
424,0.11234908
425,0.10882847
426,0.1205224
427,0.1205224
428,0.84184587
429,0.28602234
430,0.60707057
431,0.5285953
432,0.10336256
433,0.1205224
434,0.09412936
435,0.7329092
436,0.107605755
437,0.7759652
438,0.40517035
439,0.5950208
440,0.09706169
441,0.08790831
442,0.20791414
443,0.0857424
444,0.11234908
445,0.24041799
446,0.15164813
447,0.15495187
448,0.37439612
449,0.53672767
450,0.37439612
451,0.12409301
452,0.112938404
453,0.1933225
454,0.28602254
455,0.13124344
456,0.33163056
457,0.1205224
458,0.34623164
459,0.39088696
460,17.093914
461,1.0496699
462,0.37439612
463,0.51016355
464,0.24518219
465,0.1205224
466,0.1205224
467,0.1205224
468,0.1205224
469,0.095283166
470,0.37439612
471,0.12598105
472,0.14666843
473,0.1205224
474,0.99215615
475,1.3424265
476,0.1205224
477,0.09689836
478,0.12169282
479,0.120522395
480,0.1205224
481,0.1205224
482,0.09905779
483,0.37439612
484,0.73157763
485,0.30393803
486,0.28405315
487,0.08696549
488,0.1205224
489,2.191573
490,0.1416102
491,0.1205224
492,0.27951512
493,0.1205224
494,0.34704906
495,0.08846652
496,0.122123554
497,0.1205224
498,5.125353
499,0.1205224
500,0.1205224
501,0.43480247
502,0.325858
503,0.1205224
504,0.8222538
505,0.44476992
506,0.60209227
507,0.09220959
508,0.75206316
509,0.18588917
510,0.12779793
511,0.05994393
512,0.15784836
513,0.1205224
514,0.10336256
515,0.1205224
516,0.20791414
517,0.46287003
518,0.79735315
519,0.40966204
520,0.28491443
521,0.15425661
522,0.5288108
523,1.1677979
524,0.14666843
525,0.35513392
526,0.07378128
527,0.1282652
528,0.10715152
529,0.100435495
530,0.1205224
531,0.4207702
532,0.10360025
533,0.07692219
534,0.1205224
535,0.0899553
536,0.1205224
537,0.05806575
538,0.319513
539,0.083157346
540,1.0356103
541,0.1205224
542,0.059721306
543,0.10203171
544,0.105530664
545,0.1205224
546,0.34320086
547,0.11007652
548,0.10574355
549,0.120874256
550,0.1205224
551,0.14451621
552,0.385283
553,0.108282566
554,0.12262124
555,0.29870978
556,0.07535194
557,0.15253386
558,0.1205224
559,0.090232216
560,0.17414983
561,0.4554064
562,0.08149047
563,0.1205224
564,0.1205224
565,0.067152515
566,0.13666679
567,0.1205224
568,0.09994801
569,0.07971242
570,0.1205224
571,0.1205224
572,0.7732984
573,0.19171049
574,0.120522395
575,0.120522395
576,0.18110837
577,0.1205224
578,0.1205224
579,0.3232854
580,0.1205224
581,0.1205224
582,0.1205224
583,0.1205224
584,0.75332105
585,0.09135326
586,0.1205224
587,0.26589662
588,2.1881697
589,0.09700836
590,0.43752214
591,0.24234623
592,2.2144392
593,0.089565866
594,0.08475266
595,0.08691263
596,0.12378119
597,0.1205224
598,0.12239653
599,0.1205224
600,0.0861131
601,0.1026969
602,0.1205224
603,0.106181465
604,0.19771247
605,0.08243813
606,0.108246684
607,0.120522395
608,0.103830144
609,0.2515943
610,0.27159995
611,0.48813662
612,0.1205224
613,0.1205224
614,0.1205224
615,0.7229767
616,0.37439612
617,0.18141674
618,0.47097793
619,0.122123554
620,0.20971897
621,0.1205224
622,0.1205224
623,0.41567677
624,0.37439612
625,0.37439612
626,0.7732984
627,0.1205224
628,0.0941784
629,0.14666843
630,0.17292166
631,0.1205224
632,0.14666843
633,0.1205224
634,0.35449353
635,0.14039749
636,0.1205224
637,0.1662786
638,0.086112075
639,0.061305746
640,0.3762289
641,0.6393174
642,0.10469747
643,0.1205224
644,0.09389076
645,0.1205224
646,0.7732984
647,0.122123554
648,0.1205224
649,0.14666843
650,0.19925572
651,0.71891785
652,0.1205224
653,0.13774955
654,0.03676042
655,0.37439612
656,0.1866224
657,0.1205224
658,0.1205224
659,0.10221778
660,0.42313898
661,0.12714708
662,0.1205224
663,0.66822416
664,0.08232468
665,0.19390675
666,0.12930796
667,0.1205224
668,0.6669229
669,0.14666843
670,0.09731781
671,0.07398051
672,0.048726067
673,0.31864038
674,0.1205224
675,0.1205224
676,0.315957
677,0.61716163
678,0.20791414
679,0.4890786
680,0.1205224
681,0.079778
682,0.1989769
683,0.1205224
684,0.6669229
685,0.37439612
686,0.29870978
687,0.37439612
688,0.21935028
689,0.1205224
690,0.1205224
691,0.07216192
692,0.075600386
693,0.07849437
694,0.1205224
695,0.76559734
696,0.1205224
697,0.1205224
698,0.1205224
699,0.1205224
700,1.3424265
701,0.1205224
702,1.3514847
703,1.3514847
704,0.1205224
705,0.1205224
706,0.10392329
707,0.1205224
708,0.12500687
709,1.7374043
710,0.18816574
711,0.2672248
712,0.1205224
713,0.28988445
714,0.20791414
715,0.1205224
716,0.40267327
717,0.19581057
718,0.1205224
719,0.1205224
720,0.1205224
721,0.4984319
722,0.09728195
723,1.5820527
724,0.13311043
725,0.47097793
726,0.41309443
727,0.6669229
728,0.1205224
729,0.9951252
730,0.12093439
731,0.109554015
732,0.5619024
733,0.1205224
734,0.6669229
735,0.20791414
736,0.37439612
737,0.60040736
738,0.47097793
739,0.210028
740,0.20791414
741,0.09838839
742,0.1205224
743,0.37439612
744,0.49031124
745,0.47097793
746,0.29870978
747,0.3927585
748,0.43247005
749,0.1205224
750,0.31267452
751,0.11882135
752,0.2672248
753,0.11379534
754,1.4716017
755,0.40267327
756,0.1205224
757,0.37067732
758,0.109793976
759,0.11294511
760,0.6125468
761,0.17268638
762,0.12410179
763,1.709448
764,0.2672248
765,0.122123554
766,0.20791414
767,0.29794374
768,0.47238767
769,0.21266986
770,0.1205224
771,0.1205224
772,0.20791414
773,0.1205224
774,0.1205224
775,0.1205224
776,0.37439612
777,0.37439612
778,0.1205224
779,0.37439612
780,0.1205224
781,0.99215615
782,0.8004395
783,0.37439612
784,0.1205224
785,0.99215615
786,2.1388137
787,1.1091008
788,0.1205224
789,0.37439612
790,0.1205224
791,0.1205224
792,0.1205224
793,2.837588
794,0.1205224
795,0.1205224
796,0.1205224
797,0.37439612
798,0.120522395
799,1.3816926
800,0.37439612
801,0.12911235
802,0.1205224
803,0.1205224
804,0.15112413
805,0.1205224
806,0.09678869
807,0.1870342
808,0.32057577
809,0.1205224
810,0.13923925
811,0.32393387
812,0.3615257
813,0.122123554
814,0.095140554
815,0.30763042
816,0.08297852
817,0.1205224
818,0.1205224
819,0.06593979
820,0.14638749
821,0.092337914
822,0.38344568
823,0.1205224
824,0.15951619
825,0.3762815
826,0.14666843
827,0.1205224
828,0.09417051
829,0.116211616
830,0.99215615
831,0.17709853
832,0.098355696
833,0.25912336
834,0.99215615
835,0.11742548
836,0.1205224
837,0.72439826
838,0.46682057
839,0.11923608
840,0.1205224
841,0.17709853
842,0.11234908
843,0.1205224
844,0.29870978
845,0.1205224
846,0.10838863
847,0.37439612
848,0.06893134
849,0.109876774
850,0.10834643
851,0.1205224
852,0.32208073
853,0.1205224
854,0.29870978
855,0.5410601
856,0.37439612
857,0.72607255
858,0.1205224
859,0.7675319
860,0.10085997
861,0.1205224
862,0.20791414
863,0.37439612
864,0.35584572
865,0.4770077
866,0.31945062
867,0.10574355
868,0.9012041
869,0.13469148
870,0.67393553
871,0.15253386
872,0.124762885
873,0.18655296
874,0.32206383
875,0.89380085
876,0.11478628
877,0.109793976
878,0.18498409
879,0.47097793
880,0.087377995
881,0.37439612
882,0.43974537
883,1.3424265
884,0.509163
885,0.5577425
886,0.20867288
887,0.21386
888,0.14793709
889,0.119243875
890,0.21003366
891,0.32739508
892,0.1053062
893,0.0813833
894,0.2987098
895,0.20791414
896,0.1205224
897,0.09917157
898,0.09986147
899,0.47097793
900,0.07591176
901,0.9479319
902,0.122123554
903,0.1205224
904,0.42550722
905,0.3288649
906,1.6727719
907,0.21683894
908,0.19420105
909,0.1205224
910,0.15165955
911,0.07698712
912,1.2896979
913,0.30112338
914,0.1205224
915,0.10998701
916,0.122307606
917,0.111615986
918,0.112968415
919,0.29910067
920,0.1205224
921,0.6439618
922,0.122123554
923,0.10574355
924,0.2957905
925,0.17488353
926,0.280531
927,0.09068282
928,0.35575578
929,0.31838417
930,0.1205224
931,0.1205224
932,0.40038374
933,0.24349102
934,0.1205224
935,0.20791414
936,0.37439612
937,0.5093888
938,0.10666315
939,0.10105194
940,0.14666843
941,0.10146661
942,0.1205224
943,0.37998986
944,0.1053062
945,0.1205224
946,0.18375055
947,0.11212504
948,0.37439612
949,0.10049413
950,0.20791414
951,0.1205224
952,0.11587889
953,0.1205224
954,0.11218258
955,0.37439612
956,0.021276921
957,0.1128778
958,0.57389045
959,0.120522395
960,0.1205224
961,0.099548355
962,0.24279487
963,0.14666843
964,0.14666843
965,0.1205224
966,0.14481974
967,0.1205224
968,0.11677006
969,0.076174155
970,0.1205224
971,0.09219071
972,0.093215615
973,0.20786244
974,0.07976899
975,0.11004059
976,0.3473447
977,0.9243393
978,0.16199973
979,0.6878973
980,0.22797355
981,0.27423847
982,0.40428153
983,0.10333519
984,0.1205224
985,0.3219188
986,0.17709853
987,0.29648337
988,0.12219766
989,0.1205224
990,0.120522395
991,0.24668714
992,0.21906304
993,0.99215615
994,0.6453612
995,0.060955204
996,0.1205224
997,0.08603398
998,0.20652121
999,0.081720136
1000,0.7068368
1001,0.1416102
1002,0.5190544
1003,0.1205224
1004,0.20865685
1005,0.13281062
1006,0.1205224
1007,0.119454674
1008,0.6612617
1009,0.13956045
1010,0.1961493
1011,0.3615257
1012,0.31311733
1013,1.3316617
1014,0.1205224
1015,0.1205224
1016,0.1205224
1017,0.1205224
1018,0.071878254
1019,0.20791414
1020,0.1205224
1021,0.17473024
1022,0.07282289
1023,0.050551355
1024,0.4048237
1025,0.11950089
1026,0.4984319
1027,0.19412479
1028,0.1205224
1029,0.062489092
1030,0.074040785
1031,0.37439612
1032,1.8766401
1033,0.1205224
1034,0.5022346
1035,0.19105154
1036,0.1219439
1037,1.1179646
1038,0.1205224
1039,0.07465275
1040,0.4068761
1041,0.1205224
1042,0.1205224
1043,0.09150166
1044,0.17549756
1045,0.20791414
1046,0.44035196
1047,0.20791414
1048,0.076040074
1049,0.1205224
1050,0.1205224
1051,0.1205224
1052,0.1205224
1053,0.1205224
1054,0.120522395
1055,0.2582022
1056,0.34965104
1057,0.1205224
1058,0.1205224
1059,1.0494014
1060,0.13801873
1061,0.1205224
1062,0.09156546
1063,0.10952964
1064,0.1752112
1065,0.08160432
1066,0.1499596
1067,0.3755398
1068,0.113698415
1069,0.37439612
1070,0.104139455
1071,0.07261496
1072,0.1205224
1073,0.20791414
1074,0.20791414
1075,0.20791414
1076,0.091022186
1077,0.1205224
1078,0.1205224
1079,0.119186185
1080,0.074618645
1081,0.1205224
1082,0.105235964
1083,0.07518046
1084,0.17120075
1085,0.07111347
1086,0.120522395
1087,0.11881255
1088,0.40038374
1089,0.22207348
1090,1.709448
1091,0.1205224
1092,0.46790186
1093,0.0
1094,0.14666843
1095,0.13540511
1096,0.14666843
1097,0.10126646
1098,0.1205224
1099,0.07281198
1100,0.11693904
1101,0.20791414
1102,0.23580635
1103,0.88296914
1104,1.2549434
1105,0.08113089
1106,0.1205224
1107,0.6611072
1108,0.092337914
1109,0.1205224
1110,0.069789164
1111,0.1205224
1112,0.11152436
1113,0.1205224
1114,0.345255
1115,0.1013836
1116,0.14666843
1117,0.1205224
1118,0.1061904
1119,0.082125664
1120,0.3465441
1121,0.10201004
1122,0.078936435
1123,0.1205224
1124,0.10838863
1125,0.11680656
1126,0.36135566
1127,0.09132482
1128,0.120902926
1129,0.36058354
1130,0.185273
1131,0.1205224
1132,0.11079225
1133,0.08730927
1134,0.19045435
1135,0.09280658
1136,0.106679715
1137,0.80670047
1138,0.20421368
1139,0.10203171
1140,0.0
1141,0.09272607
1142,0.077045284
1143,0.11234908
1144,0.07779235
1145,0.46912473
1146,0.041434526
1147,0.1205224
1148,0.1205224
1149,0.1645097
1150,0.10838864
1151,0.089649625
1152,0.1205224
1153,0.3247102
1154,0.51272273
1155,0.37439612
1156,0.10782528
1157,1.7799954
1158,1.2389395
1159,0.07588689
1160,0.106275804
1161,0.34179538
1162,0.11557526
1163,0.1205224
1164,0.09590962
1165,0.1205224
1166,0.1205224
1167,0.1205224
1168,0.1205224
1169,0.1205224
1170,0.37439612
1171,0.1205224
1172,0.1205224
1173,0.054522052
1174,0.1205224
1175,0.1205224
1176,0.1205224
1177,0.110138975
1178,0.1367237
1179,0.103346944
1180,0.4769489
1181,0.08593075
1182,0.14666843
1183,0.120522395
1184,0.124145254
1185,0.097274676
1186,0.1205224
1187,0.1205224
1188,0.0941784
1189,0.99215615
1190,0.10469747
1191,0.106181465
1192,0.1205224
1193,1.017418
1194,0.09293868
1195,0.13297737
1196,0.10838863
1197,0.09480734
1198,0.1205224
1199,0.22543691
1200,0.060334146
1201,0.1205224
1202,0.05171624
1203,0.42632818
1204,0.1205224
1205,0.5830184
1206,0.11950089
1207,0.1205224
1208,0.12250885
1209,0.017157659
1210,0.17474107
1211,0.08130084
1212,1.7774601
1213,0.43824014
1214,0.3863117
1215,0.13124344
1216,0.46977302
1217,0.27845728
1218,0.093947545
1219,0.106632836
1220,0.1205224
1221,0.1205224
1222,0.07675722
1223,0.105235964
1224,0.17142501
1225,0.1205224
1226,0.11817448
1227,0.1205224
1228,0.18487678
1229,0.12850812
1230,0.1205224
1231,0.39614722
1232,0.13218418
1233,0.116585776
1234,0.11950089
1235,0.2672248
1236,0.12624781
1237,0.39074928
1238,0.1205224
1239,0.99215615
1240,0.07414396
1241,0.3366346
1242,0.18401681
1243,0.37439612
1244,0.14666843
1245,0.11234908
1246,0.51054776
1247,0.09103047
1248,0.32353354
1249,0.08413772
1250,0.18345785
1251,0.1205224
1252,0.042576432
1253,0.37439612
1254,0.6929761
1255,0.0
1256,0.21135709
1257,0.106632836
1258,0.1205224
1259,0.1205224
1260,0.1205224
1261,0.13862146
1262,0.1205224
1263,0.06459226
1264,1.1119943
1265,0.13822095
1266,0.14921024
1267,0.27978826
1268,0.065986514
1269,0.12084028
1270,0.22427781
1271,0.18375055
1272,0.10838021
1273,0.18327801
1274,0.1205224
1275,0.09401038
1276,0.3533674
1277,0.1205224
1278,0.120522395
1279,0.6669229
1280,0.038647756
1281,0.12157318
1282,0.0640918
1283,0.19491734
1284,0.97299623
1285,0.08362838
1286,0.10937777
1287,0.5081043
1288,0.09846929
1289,0.39074928
1290,0.1416102
1291,0.8558395
1292,0.13736866
1293,0.1777888
1294,0.3435123
1295,0.19388244
1296,0.15234998
1297,0.37439612
1298,0.5971563
1299,0.21589108
1300,0.21589108
1301,0.07844519
1302,0.11899591
1303,0.1205224
1304,0.88296914
1305,0.37439612
1306,0.076423466
1307,0.03257963
1308,0.37439612
1309,0.1205224
1310,0.120522395
1311,0.16234055
1312,0.6683508
1313,0.19606528
1314,0.30524525
1315,0.1205224
1316,0.43857658
1317,0.18128152
1318,0.833536
1319,0.06630219
1320,0.20791414
1321,0.14666843
1322,0.1205224
1323,0.25548053
1324,0.077728495
1325,0.600585
1326,0.1205224
1327,0.1205224
1328,0.087239295
1329,0.106632836
1330,0.1205224
1331,0.12520245
1332,0.1205224
1333,1.7435846
1334,0.046376668
1335,0.10718111
1336,0.1205224
1337,0.3750171
1338,0.17709853
1339,0.15114391
1340,0.1205224
1341,0.1205224
1342,0.3245925
1343,0.11287779
1344,0.1205224
1345,0.11587889
1346,0.1205224
1347,0.15253386
1348,0.122123554
1349,0.5991812
1350,0.1205224
1351,0.20791414
1352,0.1205224
1353,0.15253386
1354,0.06246774
1355,0.37439612
1356,0.20791414
1357,0.18750322
1358,0.11844363
1359,0.66410744
1360,0.6669229
1361,0.37439612
1362,0.09869608
1363,0.12668252
1364,0.18076076
1365,0.3419891
1366,0.10158102
1367,0.11168119
1368,0.16793004
1369,0.1205224
1370,0.1205224
1371,0.1205224
1372,0.106181465
1373,0.37439612
1374,0.120522395
1375,0.37439612
1376,0.2778614
1377,0.1205224
1378,0.068495
1379,0.20791414
1380,0.1933225
1381,0.08147411
1382,0.18244216
1383,0.2044151
1384,0.11885368
1385,0.37439612
1386,0.1559381
1387,0.09754421
1388,0.076789424
1389,0.1205224
1390,0.058994427
1391,0.11092601
1392,0.102229014
1393,0.1205224
1394,0.1205224
1395,0.3180278
1396,0.1205224
1397,0.18078615
1398,0.16314375
1399,0.08896017
1400,0.1205224
1401,0.1205224
1402,0.14666843
1403,0.35087886
1404,0.1205224
1405,0.1205224
1406,0.10983127
1407,0.120522395
1408,0.0985193
1409,0.1205224
1410,0.20791414
1411,0.10958525
1412,0.100899465
1413,0.14666843
1414,0.106181465
1415,0.080672204
1416,0.17541473
1417,0.14898957
1418,0.10767329
1419,0.19980945
1420,0.1205224
1421,0.21587138
1422,0.08921651
1423,0.07252143
1424,0.11723068
1425,0.10574355
1426,0.1205224
1427,0.11234908
1428,0.0946991
1429,0.13257456
1430,0.1205224
1431,0.1346508
1432,0.1205224
1433,0.07719714
1434,0.1205224
1435,0.07878077
1436,0.1205224
1437,0.1205224
1438,0.120522395
1439,0.120522395
1440,0.1205224
1441,0.1205224
1442,0.14967458
1443,0.31227484
1444,0.1205224
1445,0.087534636
1446,0.1205224
1447,0.1205224
1448,0.1205224
1449,0.20791414
1450,0.1205224
1451,0.08547877
1452,0.19295782
1453,0.14666843
1454,0.1205224
1455,0.1205224
1456,0.09988116
1457,0.1205224
1458,0.3568051
1459,0.6669229
1460,0.12200828
1461,0.07450091
1462,0.36841238
1463,0.1205224
1464,0.094756745
1465,0.12900554
1466,0.3723309
1467,0.1205224
1468,0.20791414
1469,0.124802455
1470,0.1369248
1471,0.12946473
1472,0.22185962
1473,0.20791414
1474,0.39148647
1475,0.3059564
1476,0.14666843
1477,0.34847462
1478,0.105530664
1479,0.37439612
1480,0.08067352
1481,0.08478211
1482,0.47097793
1483,0.1205224
1484,0.05521708
1485,0.087049216
1486,0.107927926
1487,0.09968748
1488,0.08152731
1489,0.29183656
1490,0.09412936
1491,0.1860643
1492,0.13441658
1493,0.1205224
1494,0.37439612
1495,0.105530664
1496,0.100067824
1497,2.3620489
1498,0.18187612
1499,0.10574355
1500,0.106181465
1501,0.10857135
1502,0.37439612
1503,0.120522395
1504,0.116845176
1505,0.1205224
1506,0.2079967
1507,0.1205224
1508,0.056224525
1509,0.07559654
1510,0.11321579
1511,0.10649793
1512,0.1205224
1513,0.1205224
1514,0.37439612
1515,0.1205224
1516,0.1205224
1517,0.08196599
1518,0.21161905
1519,0.08660509
1520,0.1205224
1521,0.37439612
1522,0.3186317
1523,0.083308615
1524,0.3723309
1525,0.1205224
1526,0.1141098
1527,0.14666843
1528,0.08889377
1529,0.09646304
1530,0.100317374
1531,0.37439612
1532,0.37602362
1533,0.1205224
1534,0.120522395
1535,0.120522395
1536,0.3972424
1537,0.1205224
1538,0.37439612
1539,0.37070084
1540,0.1205224
1541,0.1205224
1542,0.1205224
1543,0.05845073
1544,0.10838863
1545,0.1205224
1546,0.1205224
1547,0.07898063
1548,0.06137763
1549,0.040222555
1550,0.1205224
1551,0.37439612
1552,0.1205224
1553,0.11587889
1554,0.1205224
1555,0.15940109
1556,0.20791414
1557,0.1205224
1558,0.37439612
1559,0.06343722
1560,0.14666843
1561,0.20791414
1562,0.1205224
1563,0.20791414
1564,0.1205224
1565,0.1205224
1566,0.15235
1567,0.092499256
1568,0.1205224
1569,0.1205224
1570,0.1205224
1571,0.1205224
1572,0.1205224
1573,0.1205224
1574,0.38323516
1575,0.1205224
1576,0.1205224
1577,0.1205224
1578,0.06260483
1579,0.1205224
1580,0.1205224
1581,0.1205224
1582,0.3837641
1583,0.092355266
1584,0.15593268
1585,0.1205224
1586,0.1205224
1587,0.20791414
1588,0.1205224
1589,0.051239625
1590,0.09280658
1591,0.1205224
1592,0.1205224
1593,0.105530664
1594,0.1205224
1595,0.1205224
1596,0.1205224
1597,0.1205224
1598,0.120522395
1599,0.120522395
1600,0.1205224
1601,0.1205224
1602,0.122123554
1603,0.1205224
1604,0.1205224
1605,0.10838021
1606,0.1205224
1607,0.1205224
1608,0.37439612
1609,0.37439612
1610,0.1205224
1611,0.1205224
1612,0.1205224
1613,0.1386696
1614,0.1205224
1615,0.3927585
1616,0.1205224
1617,0.1205224
1618,0.39777142
1619,0.1205224
1620,0.12112332
1621,0.37727872
1622,0.1205224
1623,0.1205224
1624,0.1205224
1625,0.1205224
1626,0.1205224
1627,0.583812
1628,0.10574355
1629,0.1205224
1630,0.120522395
1631,0.120522395
1632,0.1205224
1633,0.1205224
1634,0.1205224
1635,0.1205224
1636,0.1205224
1637,0.1205224
1638,0.13960831
1639,0.1205224
1640,0.12256015
1641,0.1205224
1642,0.1205224
1643,0.10715152
1644,0.18873498
1645,0.1205224
1646,0.14666843
1647,0.49857536
1648,0.1205224
1649,0.1205224
1650,0.1205224
1651,0.08758502
1652,0.1205224
1653,0.47097793
1654,0.6669229
1655,0.19980945
1656,0.3301811
1657,0.11776401
1658,0.1205224
1659,0.40793028
1660,0.1205224
1661,0.10682508
1662,0.120522395
1663,0.120522395
1664,0.71848094
1665,0.1205224
1666,0.12256015
1667,0.1205224
1668,0.20791414
1669,0.07828632
1670,0.08924176
